country,currency,reference_number,fiscal_id,document_type,total_invoice,issued_date,payment_date,contact_company,contact_telephone,contact_email,payer_company,status
CL,CLP,116189918,96792430-K,33,"39,582.00",29-03-2022,28-04-2022,Sodimac SA,7381000,porellana2@sodimac.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,467,76641495-8,33,"1,726,166.00",28-03-2022,27-04-2022,SERVICIOS 2G SPA,963725152,contacto.servicios2g@gmail.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,7121,7923596-2,33,"9,000.00",23-03-2022,22-04-2022,Jose Luis Pino Oyarzun,572323826,josepino@vtr.net,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,37215,76010628-3,33,"255,850.00",22-03-2022,21-04-2022,Grupo Logistico Chile Y Compania Lt,2,ravila@agrosuper.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,336475,96573590-9,33,"141,462.00",08-03-2022,07-04-2022,COMPANIA DE SEGUROS DE CREDITO,6364000,pavila@continental.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,336503,96573590-9,33,"22,470.00",08-03-2022,07-04-2022,COMPANIA DE SEGUROS DE CREDITO,6364000,pavila@continental.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,340396,96833680-0,33,"580,423.00",28-03-2022,27-04-2022,Productos Industriales SA,3849000,ximenac@texpro.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,4115,76347452-6,33,"63,000.00",30-03-2022,29-04-2022,Aguas Loretto De Los Angeles,,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,20103,76976894-7,33,"190,400.00",30-03-2022,29-04-2022,AGROLOAR SPA,,pagos@agroloarchile.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,511394,80914400-3,33,"3,208,950.00",30-03-2022,29-04-2022,Sgs Chile Ltda. Soc. de Control,5550000,joaquin.villalobos@sgs.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,4408,76002279-9,33,"428,400.00",30-03-2022,14-04-2022,Transportes Rafael Riquelme Limitad,72,contabilidad@transriqueleme.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,511396,80914400-3,33,"1,736,609.00",30-03-2022,29-04-2022,Sgs Chile Ltda. Soc. de Control,5550000,joaquin.villalobos@sgs.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,79,77194489-2,33,"1,153,586.00",30-03-2022,29-04-2022,CONSTRUCTORA S & N SPA,95981493,ewcruces@gmail.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,9730,99534720-2,33,"5,804,167.00",30-03-2022,29-04-2022,Pg Corp Serv. SA,2256502,pgcorp@pgcorp.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,104391,79582220-8,33,"55,591,854.00",30-03-2022,29-04-2022,SOC DE TRANSPORTES NAZAR LIMITADA,22305350,elizabeth.ramirez@nazar.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,185,76602337-1,33,"14,606,131.00",30-03-2022,29-04-2022,Ra Gestion Limitada,412795611,miguelampuero6161@gmail.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,2310,76948060-9,33,"952,000.00",30-03-2022,29-04-2022,Servicios Alfa Frio Ltda.,42,ccalfafrio@hotmail.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,3827,76824973-3,33,"71,400.00",30-03-2022,29-04-2022,SOCIEDAD CONTRA INCENDIO S.O.C.I.N.,322298056,ventas@socin.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,2679,76115002-2,33,"33,080,072.00",30-03-2022,29-04-2022,Soc. As. Prof. Klgroup Ltda.,2,administracion@klgroup.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,4406,76002279-9,33,"371,570.00",30-03-2022,29-04-2022,Transportes Rafael Riquelme Limitad,72,contabilidad@transriqueleme.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,4412,76002279-9,33,"371,570.00",30-03-2022,29-04-2022,Transportes Rafael Riquelme Limitad,72,contabilidad@transriqueleme.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,4407,76002279-9,33,"371,570.00",30-03-2022,29-04-2022,Transportes Rafael Riquelme Limitad,72,contabilidad@transriqueleme.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,1107296,77663150-7,33,"188,677.00",30-03-2022,29-04-2022,Hotelera Diego de Almagro Ltda.,226885458,jacqueline.gezan@dahoteles.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,259142,84505800-8,33,"37,756.00",30-03-2022,29-04-2022,VENDOMATICA S A,412240550,prefactura@vendomatica.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,39538,96912870-5,33,"3,765,164.00",30-03-2022,29-04-2022,G4S SECURITY SERVICES REGIONES S.A,2044404,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,11199,9766836-1,34,"2,460,500.00",30-03-2022,29-04-2022,Orellana Solis Francisco Javier,6260649,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,4405,76002279-9,33,"371,570.00",30-03-2022,29-04-2022,Transportes Rafael Riquelme Limitad,72,contabilidad@transriqueleme.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,14880,76520391-0,33,"91,630.00",30-03-2022,29-04-2022,INVERSIONES SAN MARTIN SPA,2,reservas.chile@atton.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,14882,76520391-0,33,"91,630.00",30-03-2022,29-04-2022,INVERSIONES SAN MARTIN SPA,2,reservas.chile@atton.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,4413,76002279-9,33,"378,775.00",30-03-2022,29-04-2022,Transportes Rafael Riquelme Limitad,72,contabilidad@transriqueleme.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,394701,76360903-0,33,"45,303.00",30-03-2022,29-04-2022,RENTOKIL INITIAL CHILE SPA,800387100,veronica.gamero@rentokil-initial.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,591486,76215634-2,33,"50,150.00",30-03-2022,06-04-2022,Aguas Del Altiplano S.A.,2147483647,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,511395,80914400-3,33,"2,962,805.00",30-03-2022,29-04-2022,Sgs Chile Ltda. Soc. de Control,5550000,joaquin.villalobos@sgs.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,171,14269579-0,33,"2,523,276.00",28-03-2022,27-04-2022,Maria TeresaTrujillo Becerra,979214381,carolatrujillo76@gmail.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,4409,76002279-9,33,"571,200.00",30-03-2022,14-04-2022,Transportes Rafael Riquelme Limitad,72,contabilidad@transriqueleme.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,511391,80914400-3,33,"3,412,813.00",30-03-2022,29-04-2022,Sgs Chile Ltda. Soc. de Control,5550000,joaquin.villalobos@sgs.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,6435,76519916-6,33,"102,364.00",30-03-2022,29-04-2022,SOCIEDAD DA COSTA Y DA COSTA LIMITA,722255748,gruasdacosta@gmail.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,262,76571792-2,33,"279,650.00",30-03-2022,29-04-2022,CONSTRUCTORA E INGENIERIA ROBERTO,9966,constructoraeingenieria@gmail.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,259140,84505800-8,33,"37,756.00",30-03-2022,29-04-2022,VENDOMATICA S A,412240550,prefactura@vendomatica.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,3143,76188275-9,33,"45,866,985.00",15-03-2022,14-04-2022,TRANSPORTES LOS LIRIOS LIMITADA,72,jmartinez@loslirios.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,263,76571792-2,33,"243,950.00",30-03-2022,29-04-2022,CONSTRUCTORA E INGENIERIA ROBERTO,9966,constructoraeingenieria@gmail.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,394700,76360903-0,33,"264,267.00",30-03-2022,29-04-2022,RENTOKIL INITIAL CHILE SPA,800387100,veronica.gamero@rentokil-initial.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,2311,76948060-9,33,"861,636.00",30-03-2022,29-04-2022,Servicios Alfa Frio Ltda.,42,ccalfafrio@hotmail.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,1890,76701946-7,33,"113,050.00",30-03-2022,29-04-2022,APR CONTROL INTEGRADO DE PLAGAS LIM,995112550,aprplagas@gmail.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,1232,76398260-2,34,"4,079,415.00",21-03-2022,20-04-2022,GLOW CHILE SPA,,vanessa@glowchile.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,11201,9766836-1,34,"2,356,800.00",30-03-2022,29-04-2022,Orellana Solis Francisco Javier,6260649,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,8368,96583240-8,34,"3,168,400.00",30-03-2022,29-04-2022,Consul Asoc. De Marketing Cadem S.A,,claudia.lopez@cadem.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,184,76602337-1,33,"557,348.00",30-03-2022,29-04-2022,Ra Gestion Limitada,412795611,miguelampuero6161@gmail.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,69,76999074-7,34,"1,066,000.00",30-03-2022,29-04-2022,TRANSPORTES E INVERSIONES VM SPA,951387908,MRAMON.RC@GMAIL.COM,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,1233,76398260-2,34,"4,079,415.00",21-03-2022,20-04-2022,GLOW CHILE SPA,,vanessa@glowchile.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,1893,76701946-7,33,"243,950.00",30-03-2022,29-04-2022,APR CONTROL INTEGRADO DE PLAGAS LIM,995112550,aprplagas@gmail.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,11202,9766836-1,34,"5,712,200.00",30-03-2022,29-04-2022,Orellana Solis Francisco Javier,6260649,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,11203,9766836-1,34,"2,763,300.00",30-03-2022,29-04-2022,Orellana Solis Francisco Javier,6260649,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,2208,76502202-9,33,"4,046,000.00",30-03-2022,29-04-2022,ART DESIGN SPA,999111343,Pagos@artdesign.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,394699,76360903-0,33,"45,303.00",30-03-2022,29-04-2022,RENTOKIL INITIAL CHILE SPA,800387100,veronica.gamero@rentokil-initial.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,39962,76792130-6,33,"64,135.00",30-03-2022,29-04-2022,Soc. Com. Emprendedores Del Sur Ltd,65,mariaealveal@empresur.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,511393,80914400-3,33,"1,642,227.00",30-03-2022,29-04-2022,Sgs Chile Ltda. Soc. de Control,5550000,joaquin.villalobos@sgs.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,88,77298661-0,33,"4,351,425.00",30-03-2022,29-04-2022,PDV LATIN GROUP SPA,225947503,COMPRAS01@PDVLATINGROUP.CL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,1814124,96542490-3,33,"60,690.00",30-03-2022,29-04-2022,TRECK S A,2,jmcortez@treck.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,259128,84505800-8,33,"238,000.00",30-03-2022,29-04-2022,VENDOMATICA S A,412240550,prefactura@vendomatica.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,259141,84505800-8,33,"37,756.00",30-03-2022,29-04-2022,VENDOMATICA S A,412240550,prefactura@vendomatica.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,1742733,96604460-8,33,"180,688.00",30-03-2022,29-04-2022,Ecolab SA,2413300,mauricio.barria@ecolab.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,259143,84505800-8,33,"427,379.00",29-03-2022,28-04-2022,VENDOMATICA S A,412240550,prefactura@vendomatica.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,4415,76002279-9,33,"10,283,796.00",30-03-2022,29-04-2022,Transportes Rafael Riquelme Limitad,72,contabilidad@transriqueleme.cl,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,511392,80914400-3,33,"2,240,225.00",30-03-2022,29-04-2022,Sgs Chile Ltda. Soc. de Control,5550000,joaquin.villalobos@sgs.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,4203,77738040-0,33,"4,093,184.00",30-03-2022,29-04-2022,Segurivi Ltda.,213469,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,394698,76360903-0,33,"264,267.00",30-03-2022,29-04-2022,RENTOKIL INITIAL CHILE SPA,800387100,veronica.gamero@rentokil-initial.com,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,11200,9766836-1,34,"1,653,000.00",30-03-2022,29-04-2022,Orellana Solis Francisco Javier,6260649,NULL,AGROSUPER COMERCIALIZADORA DE ALIMENTOS,Disponible
CL,CLP,15842,77051060-0,33,"696,180.00",30-03-2022,29-04-2022,Bemis Chile Limitada,6651619,Cristian.Cardenas2@amcor.com,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,32000,76347600-6,33,"14,279,736.00",30-03-2022,29-04-2022,COMERCIALIZADORA PRODUCTOS ELECTRIC,2319309,carlos.saez@copromatic.cl,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,3384,76874950-7,33,"351,050.00",30-03-2022,29-04-2022,SOCIEDAD COMERCIAL FESA LTDA,722954362,Felipesantana@123.cl,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,603,76522194-3,33,"31,701,808.00",30-03-2022,29-04-2022,NATURAL SAFE SPA,229796600,dreyes@patio.cl,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,981,12557643-5,33,"183,855.00",30-03-2022,29-04-2022,LORENA ALEJANDRA RODRIGUEZ ARRIAGAD,984766869,tecnicastmtc@gmail.com,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,288434,83877600-0,33,"203,266.00",30-03-2022,29-04-2022,Prinal Limitada,8707200,francisco_tamayo@prinal.com,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,21372,76185167-5,33,"431,175.00",30-03-2022,29-04-2022,Com. Y Reprep.  Silbertec Ltda,2,claudia.igor@silbertec.cl,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,105535,99549330-6,33,"332,334.00",22-03-2022,21-04-2022,MULTIVAC CHILE S A,2,Lorena.Cifuentes@cl.multivac.com,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,3249,76404880-6,33,"1,896,993.00",22-03-2022,21-04-2022,Etiquetas y Plasticos Ltda.,224014066,gerencia@etiplas.cl,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,4206423,76455830-8,33,"638,316.00",29-03-2022,28-04-2022,DIWATTS S.A,562,rodrigo.videla@watts.cl,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,19503,76572870-3,33,"887,271.00",29-03-2022,28-04-2022,Techfoods S.A.,9,ccaro@techfoods.cl,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,983,12557643-5,33,"235,977.00",30-03-2022,29-04-2022,LORENA ALEJANDRA RODRIGUEZ ARRIAGAD,984766869,tecnicastmtc@gmail.com,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,1128,76798683-1,33,"924,521.00",30-03-2022,29-04-2022,ELECTRIC CENTER SPA,9966,ventas@electricchile.com,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,15843,77051060-0,33,"7,845,392.00",30-03-2022,29-04-2022,Bemis Chile Limitada,6651619,Cristian.Cardenas2@amcor.com,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,2099630,96584300-0,33,"1,196,251.00",30-03-2022,29-04-2022,International Paper Cartones Ltda,2,carmen.leon@ipaper.com,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,229420,91974000-0,33,"226,766.00",30-03-2022,29-04-2022,ALFA CHILENA ALIMENTOS LIMITADA,9424962,dponce@alfachilena.cl,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,288435,83877600-0,33,"57,700.00",30-03-2022,29-04-2022,Prinal Limitada,8707200,francisco_tamayo@prinal.com,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,3385,76874950-7,33,"59,500.00",30-03-2022,29-04-2022,SOCIEDAD COMERCIAL FESA LTDA,722954362,Felipesantana@123.cl,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,6594,77218776-9,33,"3,731,974.00",30-03-2022,29-04-2022,TAGLER MAQ SPA,224781100,EMIRANDA@TAGLER.CL,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,84052,76377649-2,33,"285,600.00",30-03-2022,29-04-2022,AGUASIN SPA,2,emorales@aguasin.com,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,114595,77348570-4,34,"1,288,053.00",30-03-2022,29-04-2022,TRANSPORTES NUEVA APOQUINDO LIMITAD,222106204,clientes@transportesapoquindo.cl,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,1814697,96542490-3,33,"309,043.00",30-03-2022,29-04-2022,TRECK S A,2,jmcortez@treck.cl,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,288433,83877600-0,33,"225,357.00",30-03-2022,29-04-2022,Prinal Limitada,8707200,francisco_tamayo@prinal.com,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,586,76755168-1,33,"1,163,526.00",30-03-2022,29-04-2022,Multiservicios LCG Chile Ltda,961609983,gaperez@mslcg.com,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,29501,96723770-1,33,"781,235.00",30-03-2022,29-04-2022,Kortho Chile SA,2,amartinez@kortho.cl,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,9836,78542610-K,33,"30,779,398.00",30-03-2022,29-04-2022,Giser S.A,2,zcartagena@giser.cl,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,29502,96723770-1,33,"781,235.00",30-03-2022,29-04-2022,Kortho Chile SA,2,amartinez@kortho.cl,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,2099698,96584300-0,33,"347,482.00",30-03-2022,29-04-2022,International Paper Cartones Ltda,2,carmen.leon@ipaper.com,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,982,12557643-5,33,"409,360.00",30-03-2022,29-04-2022,LORENA ALEJANDRA RODRIGUEZ ARRIAGAD,984766869,tecnicastmtc@gmail.com,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,105808,99549330-6,33,"1,019,306.00",30-03-2022,29-04-2022,MULTIVAC CHILE S A,2,Lorena.Cifuentes@cl.multivac.com,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,105807,99549330-6,33,"449,030.00",30-03-2022,29-04-2022,MULTIVAC CHILE S A,2,Lorena.Cifuentes@cl.multivac.com,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,70987,77597320-K,33,"11,581,269.00",30-03-2022,29-04-2022,LABORATORIO DE ANALISIS Y DE SERVIC,56,nicole.gonzalez@mxns.com,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,979,12557643-5,33,"128,044.00",30-03-2022,29-04-2022,LORENA ALEJANDRA RODRIGUEZ ARRIAGAD,984766869,tecnicastmtc@gmail.com,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,105294,99549330-6,33,"8,036.00",11-03-2022,11-04-2022,MULTIVAC CHILE S A,2,Lorena.Cifuentes@cl.multivac.com,ELABORADORA DE ALIMENTOS DOÑIHUE LTDA.,Disponible
CL,CLP,18748,76141747-9,33,"55,001.00",30-03-2022,29-04-2022,DISTRIBUIDORA Y SERVICIOS,9966,hotelaysenaustral@gmail.com,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,1245,76215025-5,33,"5,854,800.00",30-03-2022,29-04-2022,Cia Americada De Remolques Spa,229489750,NULL,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,539,76654024-4,33,"18,327,552.00",30-03-2022,29-04-2022,Transportes Hernandez Limitada,9,NULL,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,252,77324573-8,33,"80,000.00",09-03-2022,08-04-2022,GRAN HOTEL AYSEN SPA,672333795,reservas@granhotelaysen.cl,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,17511,77003677-1,33,"499,962.00",30-03-2022,29-04-2022,INVERSIONES FALKON SPA,652867013,cperez@falkon.cl,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,18724,76141747-9,33,"70,001.00",29-03-2022,28-04-2022,DISTRIBUIDORA Y SERVICIOS,9966,hotelaysenaustral@gmail.com,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,6613,96641040-K,33,"50,400.00",29-03-2022,28-04-2022,Inmob Robles Del Castillo SA,264290,NULL,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,677,76812221-0,33,"1,017,724.00",30-03-2022,29-04-2022,MARINA AUSTRAL SPA,958647575,NULL,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,676,76706033-5,33,"23,848,171.00",15-03-2022,14-04-2022,TRANSPORTES G & C LIMITADA,65,claudiacarcamoeirl@gmail.com,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,57,76702437-1,34,"2,411,075.00",30-03-2022,29-04-2022,SUSTENTALIA CONSULTORES SPA,982947632,javiera.labbe@sustentalia.cl,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,115530,77030540-3,33,"8,275,855.00",30-03-2022,29-04-2022,Lureye Arriendos Ltda,4504270,NULL,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,306,77324573-8,33,"197,601.00",28-03-2022,27-04-2022,GRAN HOTEL AYSEN SPA,672333795,reservas@granhotelaysen.cl,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,308,77324573-8,33,"120,900.00",28-03-2022,27-04-2022,GRAN HOTEL AYSEN SPA,672333795,reservas@granhotelaysen.cl,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,175355,96532730-4,33,"1,249,696.00",30-03-2022,29-04-2022,MICROTEC SPA,221894,pablonunez@micro.cl,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,14740,77131104-0,33,"1,364,026.00",30-03-2022,29-04-2022,DISTRIBUIDORA Y COMERCIAL FAS SPA,2851132,contacto@solarfilm.cl,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,310,77155028-2,33,"2,164,721.00",30-03-2022,29-04-2022,WIRELESS ENERGY RENTAL SPA,652204200,YMUNOZ@RENOVABLE.CL,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,48074,76234143-3,33,"1,641,010.00",21-03-2022,20-04-2022,Comercial Orion Spa,62369301,NULL,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,2765,76699131-9,33,"4,760,000.00",21-03-2022,20-04-2022,Nauticos Spa,56,tesoreria.nauticosspa@gmail.com,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,827,77120397-3,33,"342,720.00",23-03-2022,22-04-2022,COMERCIAL AC PLUS SPA,984489202,acplusspa@gmail.com,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,17326,77003677-1,33,"232,700.00",22-03-2022,21-04-2022,INVERSIONES FALKON SPA,652867013,cperez@falkon.cl,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,2156,78882560-9,33,"1,208,075.00",30-03-2022,29-04-2022,TELECOMUNICACIONES Y ENERGIA WIRELE,65,ymunoz@renovable.cl,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,15943,78788940-9,33,"12,828,200.00",28-03-2022,27-04-2022,Transp Lasama Ltda.,,Kcelis@lasama.cl,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,227,8866199-0,33,"273,700.00",30-03-2022,29-04-2022,VICTOR ARMANDO HERNANDEZ CATALAN,982183141,vhc.mantencion63@gmail.com,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,177869,99563240-3,33,"2,473,391.00",30-03-2022,29-04-2022,DISTRIBUIDORA Y COMERCIAL SUR S A,2534560,losangeles@sodycor.cl,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,13020,76487820-5,33,"4,697,483.00",30-03-2022,29-04-2022,VAPOR AUSTRAL SPA,65,otassara@vaporaustral.cl,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,39078,76464054-3,33,"338,972.00",30-03-2022,29-04-2022,Santa Sofia Spa,,rlazarraga@novox.cl,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,17323,77003677-1,33,"6,058,409.00",22-03-2022,21-04-2022,INVERSIONES FALKON SPA,652867013,cperez@falkon.cl,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,18,77501307-9,33,"42,225,810.00",30-03-2022,06-04-2022,SUB ANDINA INGENIERIA NAVAL SPA,652253441,NULL,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,1065672,93641000-6,33,"2,261,124.00",30-03-2022,29-04-2022,Distribuidora Perkins Chilena SAC,6203700,alaraya@diperk.cl,EXPORTADORA LOS FIORDOS,Disponible
CL,CLP,328,76487660-1,33,"863,940.00",30-03-2022,29-04-2022,IMPORTADORA Y COMERCIALIZADORA IRAS,345007,nelsonsalasp@gmail.com,EXPORTADORA LOS FIORDOS,Disponible
